,guid,title,pubDate,link,duration,author,explicit,summary,subtitle,description,enclosure,image
44,"tag:soundcloud,2010:tracks/573186612",episode 35 - historical figures: rafiq hariri,"mon, 11 feb 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-35-historical-figures-rafiq-hariri,00:45:35,the lebanese politics podcast,yes,"the discussion on rafiq hariri begins at 12:50. 

our second episode on historical figures important to lebanon investigates the life and legacy of former prime minister rafiq hariri. hariri, father to the current prime minister, came from humble beginnings in saida before emigrating to saudi to make his fortune. he was instrumental to the agreement that ended lebanon’s civil war before serving as prime minster from 1992-1998 and 2000-2004. his assassination on february 14, 2005 shook the nation and shaped the politics of what was to come, including the withdrawal of syria from the country. known as mr lebanon, ben and nizar look into the complex legacy of the man who on his death became untouchable to most lebanese. 

also on the thirty-fifth episode of the lebanese politics podcast, a horrific case of self-immolation over a school fee dispute, the political bickering between jumblatt and hariri, and how our newest ministers have begun to make their mark. 

for more on rafiq hariri see:
- dibeh, g. (2005): the political economy of post-war reconstruction in lebanon
- blanford, n. (2006): killing mr lebanon
- baumann, h. (2016): citizen hariri

music track: zuhal by elepheel, check out his other work @elepheel","the discussion on rafiq hariri begins at 12:50. 
…","the discussion on rafiq hariri begins at 12:50. 

our second episode on historical figures important to lebanon investigates the life and legacy of former prime minister rafiq hariri. hariri, father to the current prime minister, came from humble beginnings in saida before emigrating to saudi to make his fortune. he was instrumental to the agreement that ended lebanon’s civil war before serving as prime minster from 1992-1998 and 2000-2004. his assassination on february 14, 2005 shook the nation and shaped the politics of what was to come, including the withdrawal of syria from the country. known as mr lebanon, ben and nizar look into the complex legacy of the man who on his death became untouchable to most lebanese. 

also on the thirty-fifth episode of the lebanese politics podcast, a horrific case of self-immolation over a school fee dispute, the political bickering between jumblatt and hariri, and how our newest ministers have begun to make their mark. 

for more on rafiq hariri see:
- dibeh, g. (2005): the political economy of post-war reconstruction in lebanon
- blanford, n. (2006): killing mr lebanon
- baumann, h. (2016): citizen hariri

music track: zuhal by elepheel, check out his other work @elepheel",none,none
45,"tag:soundcloud,2010:tracks/569050707",episode 34 - the new cabinet,"mon, 04 feb 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-34-the-new-cabinet,00:49:04,the lebanese politics podcast,yes,"for those as impatient as we were, the cabinet discussion begins at 05:10.

it’s finally happened! a mere 252 days in the making and lebanon has a new government! in the thirty-fourth episode of the lebanese politics podcast, ben and nizar get to work analyzing the new cabinet. who were the winners? who were the losers? who are the new cabinet ministers, old faces and new? and most importantly, what does this mean moving forward for lebanon?

music track: zuhal by elepheel, check out his other work @elepheel","for those as impatient as we were, the cabinet di…","for those as impatient as we were, the cabinet discussion begins at 05:10.

it’s finally happened! a mere 252 days in the making and lebanon has a new government! in the thirty-fourth episode of the lebanese politics podcast, ben and nizar get to work analyzing the new cabinet. who were the winners? who were the losers? who are the new cabinet ministers, old faces and new? and most importantly, what does this mean moving forward for lebanon?

music track: zuhal by elepheel, check out his other work @elepheel",none,none
46,"tag:soundcloud,2010:tracks/565165227",episode 33 - the budget,"mon, 28 jan 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-33-the-budget,00:48:48,the lebanese politics podcast,yes,"budget discussion begins at 18:27.

welcome to the lebanese economics podcast … jeremy arbid, the economics and policy editor at executive magazine, joins ben and nizar to analyze all the issues surrounding the budget. we promise it’s not as boring as it sounds.

also discussed in the thirty-third episode of the lebanese politics podcast, continuing protests, the failure of the arab economic and social development summit, qatar’s pledge to buy $500 million in eurobonds, moody’s downgrade for lebanon, and how to avoid the fiscal cliff. 

music track: zuhal by elepheel, check out his other work @elepheel","budget discussion begins at 18:27.

welcome to th…","budget discussion begins at 18:27.

welcome to the lebanese economics podcast … jeremy arbid, the economics and policy editor at executive magazine, joins ben and nizar to analyze all the issues surrounding the budget. we promise it’s not as boring as it sounds.

also discussed in the thirty-third episode of the lebanese politics podcast, continuing protests, the failure of the arab economic and social development summit, qatar’s pledge to buy $500 million in eurobonds, moody’s downgrade for lebanon, and how to avoid the fiscal cliff. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
47,"tag:soundcloud,2010:tracks/562018392",episode 32 - mckinsey report,"mon, 21 jan 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-32-mckinsey-report,00:47:25,the lebanese politics podcast,yes,"mckinsey begins at 15:06. 

as promised, ben and nizar have combed their way through over 1200 pages (ok slides) of the mckinsey report to bring you their analysis of the firm’s ‘economic vision’ for lebanon. spoiler alert, they found themselves mostly unimpressed. 

also discussed in the thirty-second episode of the lebanese politics podcast: the mystery of storm names has been solved, and between the meeting of christian politicians at bkirki and the arab economic summit it seems lebanon’s political class had little time to think about forming a government. 

read the mckinsey report here https://economy.gov.lb/media/11893/20181022-1228full-report-en.pdf

music track: zuhal by elepheel, check out his other work @elepheel","mckinsey begins at 15:06. 

as promised, ben and …","mckinsey begins at 15:06. 

as promised, ben and nizar have combed their way through over 1200 pages (ok slides) of the mckinsey report to bring you their analysis of the firm’s ‘economic vision’ for lebanon. spoiler alert, they found themselves mostly unimpressed. 

also discussed in the thirty-second episode of the lebanese politics podcast: the mystery of storm names has been solved, and between the meeting of christian politicians at bkirki and the arab economic summit it seems lebanon’s political class had little time to think about forming a government. 

read the mckinsey report here https://economy.gov.lb/media/11893/20181022-1228full-report-en.pdf

music track: zuhal by elepheel, check out his other work @elepheel",none,none
48,"tag:soundcloud,2010:tracks/558458121","episode 31 - new year, same problems","mon, 14 jan 2019 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-31-new-year-same-problems,00:32:14,the lebanese politics podcast,yes,"the lebanese politics podcast is back and kicking off season two! ben has made it safely back into lebanon just in time to enjoy our second massive storm of the winter season—though he has some déjà vu when it comes to all the criticism of the poor infrastructure in the country. 

in fact, it might be a new year, but all the problems are still the same: lebanon is now in its second longest cabinet formation crisis in its history, the economy seems to be teetering on the brink, and street protests are breaking out once again. listen to episode thirty-one to get caught up on the latest. 

music track: zuhal by elepheel, check out his other work @elepheel",the lebanese politics podcast is back and kicking…,"the lebanese politics podcast is back and kicking off season two! ben has made it safely back into lebanon just in time to enjoy our second massive storm of the winter season—though he has some déjà vu when it comes to all the criticism of the poor infrastructure in the country. 

in fact, it might be a new year, but all the problems are still the same: lebanon is now in its second longest cabinet formation crisis in its history, the economy seems to be teetering on the brink, and street protests are breaking out once again. listen to episode thirty-one to get caught up on the latest. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
49,"tag:soundcloud,2010:tracks/538852668",episode 30 - yalla bye 2018,"mon, 03 dec 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-30-yalla-bye-2018,00:48:36,the lebanese politics podcast,yes,"yalla bye begins at 24:03.

what a weekend in lebanese politics. the thirtieth episode of the lebanese politics podcast is our last show of 2018 and we’ve got a lot for you. nizar is back to help ben breakdown all the drama in the war of words between former mp wiam wahhab and prime minister-elect saad hariri, which unfortunately escalated into violence. 

we also talk the streisand effect, for those in lebanon who try and to bury a story through defamation charges and all but guarantee it winds back up in the press. the ongoing dispute between the government and the generator owners also escalated this week, with the seizure of the first two generators for non-compliance. some good news in the mix: kafa has secured cross party support for an amendment to the domestic violence law. cabinet, meanwhile, remains stalled on the question of the six sunni mps.

also out this week, the lebanese association for democratic elections (lade) have released a damning report on the may parliamentary elections, critiquing the law, the implementation of it, and the chaos of the election itself. we take a mini deep dive into the conclusions of the report, given our own start as an elections podcast. 

and as this is the last episode of season one—tlpp will be returning for a second season in mid-january—we thought it would be a good time to reflect on the politics of 2018, the obsession with the elections in the run up, and the inability to translate the results into a workable government since. because really, what was the point of 2018?

music track: zuhal by elepheel, check out his other work @elepheel","yalla bye begins at 24:03.

what a weekend in leb…","yalla bye begins at 24:03.

what a weekend in lebanese politics. the thirtieth episode of the lebanese politics podcast is our last show of 2018 and we’ve got a lot for you. nizar is back to help ben breakdown all the drama in the war of words between former mp wiam wahhab and prime minister-elect saad hariri, which unfortunately escalated into violence. 

we also talk the streisand effect, for those in lebanon who try and to bury a story through defamation charges and all but guarantee it winds back up in the press. the ongoing dispute between the government and the generator owners also escalated this week, with the seizure of the first two generators for non-compliance. some good news in the mix: kafa has secured cross party support for an amendment to the domestic violence law. cabinet, meanwhile, remains stalled on the question of the six sunni mps.

also out this week, the lebanese association for democratic elections (lade) have released a damning report on the may parliamentary elections, critiquing the law, the implementation of it, and the chaos of the election itself. we take a mini deep dive into the conclusions of the report, given our own start as an elections podcast. 

and as this is the last episode of season one—tlpp will be returning for a second season in mid-january—we thought it would be a good time to reflect on the politics of 2018, the obsession with the elections in the run up, and the inability to translate the results into a workable government since. because really, what was the point of 2018?

music track: zuhal by elepheel, check out his other work @elepheel",none,none
50,"tag:soundcloud,2010:tracks/535354350",episode 29 - refugee fatigue,"mon, 26 nov 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-29-refugee-fatigue,00:43:36,the lebanese politics podcast,yes,"refugee fatigue begins at 22:22.

with nizar globetrotting once again, the twenty-ninth episode of the lebanese politics podcast sees regular host benjamin redd joined by guest nasser yassin, the director of research at the issam fares institute, to analyse the news of the past week before diving deep into an incredibly important topic for lebanon: refugees. 

we start with analysis of the sewage mess in ramlet el-baida, the theater of politicians blaming each other, and the oversight role parliament should be playing, before looking at the other pollution stories, including zahle’s berdawni river turning red for the second time this year, nahr al-kalb’s stint as green, and the decades of pollution in the litani. also covered, an update on the e-transaction law we discussed in episode 26—even the politicians who helped pass it agree the law is flawed—and the latest on cabinet formation, with the ongoing issue of sunni representation meaning there is no end in sight. 

with the syrian refugee crisis in it's eight year, we look at the impacts, real and perceived, on the host communities, how the media, donors, and the refugees themselves are becoming fatigued, how populist rhetoric is not actually based on the experiences of the poor lebanese who share their space with syrian refugees, and why the issue of returns is more fraught than many are willing to admit. 

music track: zuhal by elepheel, check out his other work @elepheel","refugee fatigue begins at 22:22.

with nizar glob…","refugee fatigue begins at 22:22.

with nizar globetrotting once again, the twenty-ninth episode of the lebanese politics podcast sees regular host benjamin redd joined by guest nasser yassin, the director of research at the issam fares institute, to analyse the news of the past week before diving deep into an incredibly important topic for lebanon: refugees. 

we start with analysis of the sewage mess in ramlet el-baida, the theater of politicians blaming each other, and the oversight role parliament should be playing, before looking at the other pollution stories, including zahle’s berdawni river turning red for the second time this year, nahr al-kalb’s stint as green, and the decades of pollution in the litani. also covered, an update on the e-transaction law we discussed in episode 26—even the politicians who helped pass it agree the law is flawed—and the latest on cabinet formation, with the ongoing issue of sunni representation meaning there is no end in sight. 

with the syrian refugee crisis in it's eight year, we look at the impacts, real and perceived, on the host communities, how the media, donors, and the refugees themselves are becoming fatigued, how populist rhetoric is not actually based on the experiences of the poor lebanese who share their space with syrian refugees, and why the issue of returns is more fraught than many are willing to admit. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
51,"tag:soundcloud,2010:tracks/530926986",episode 28 - independent lebanon?,"mon, 19 nov 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-28-independent-lebanon,00:36:36,the lebanese politics podcast,yes,"independent lebanon begins at 17:08.

happy (almost) independence day! it’s been 181 days without a government and this past week hasn’t given us much hope that one will be formed soon. 

in the twenty-eighth episode of the lebanese politics podcast, benjamin redd and nizar start with analysis of big political speeches by nasrallah and hariri and what they mean for cabinet formation—with zero compromise from the former and a surprisingly tough riposte from the latter. also discussed is parliament’s new session and passing a law for the disappeared, new funds for edl, a lawyer’s strike, the shock reconciliation between frangieh and geagea, and the us ramping up its anti-hezbollah rhetoric. 

our main topic—in light of the 75th anniversary of lebanese independence on november 22— is whether lebanon has ever truly been an independent state. we go through the history of the past 75 years and analyse why exactly it is that lebanon lends itself to proxy politics and meddling from the outside. 

music track: zuhal by elepheel, check out his other work @elepheel","independent lebanon begins at 17:08.

happy (almo…","independent lebanon begins at 17:08.

happy (almost) independence day! it’s been 181 days without a government and this past week hasn’t given us much hope that one will be formed soon. 

in the twenty-eighth episode of the lebanese politics podcast, benjamin redd and nizar start with analysis of big political speeches by nasrallah and hariri and what they mean for cabinet formation—with zero compromise from the former and a surprisingly tough riposte from the latter. also discussed is parliament’s new session and passing a law for the disappeared, new funds for edl, a lawyer’s strike, the shock reconciliation between frangieh and geagea, and the us ramping up its anti-hezbollah rhetoric. 

our main topic—in light of the 75th anniversary of lebanese independence on november 22— is whether lebanon has ever truly been an independent state. we go through the history of the past 75 years and analyse why exactly it is that lebanon lends itself to proxy politics and meddling from the outside. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
52,"tag:soundcloud,2010:tracks/528270261",episode 27 - the lebanese lira,"mon, 12 nov 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-27-the-lebanese-lira,00:37:50,the lebanese politics podcast,yes,"lebanese lira begins at 12:41.

with no government in sight we asked former ceo and chairman of standard chartered bank in lebanon, and current harvard fellow, dan azzi to join us to discuss the topic at the back of everyone’s minds—the financial stability of lebanon and whether the lira will be devalued. 

also in the twenty-seventh episode of the lebanese politics podcast, benjamin redd and nizar hassan analyze the latest on cabinet formation, what’s coming up for parliament, a temporary solution to the fuel shortage thanks to algeria’s sonatrach, striking generator owners and the swift response from the justice and economy ministries, a solution for mieh mieh, and an unfortunate interview for caretaker tourism minister guidanian.

our deep dive, with the help of dan, looks at the basics of the lebanese economy, what the peg means in practice, the role of the central bank in maintaining it, and the consequences or alternatives to floating the currency. 

music track: zuhal by elepheel, check out his other work @elepheel","lebanese lira begins at 12:41.

with no governmen…","lebanese lira begins at 12:41.

with no government in sight we asked former ceo and chairman of standard chartered bank in lebanon, and current harvard fellow, dan azzi to join us to discuss the topic at the back of everyone’s minds—the financial stability of lebanon and whether the lira will be devalued. 

also in the twenty-seventh episode of the lebanese politics podcast, benjamin redd and nizar hassan analyze the latest on cabinet formation, what’s coming up for parliament, a temporary solution to the fuel shortage thanks to algeria’s sonatrach, striking generator owners and the swift response from the justice and economy ministries, a solution for mieh mieh, and an unfortunate interview for caretaker tourism minister guidanian.

our deep dive, with the help of dan, looks at the basics of the lebanese economy, what the peg means in practice, the role of the central bank in maintaining it, and the consequences or alternatives to floating the currency. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
53,"tag:soundcloud,2010:tracks/524346774",episode 26 - digital privacy,"mon, 05 nov 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-26-digital-privacy,00:29:55,the lebanese politics podcast,yes,"digital privacy begins at 15:46.

tick tock goes the cabinet clock—with the christian representation problem solved it seemed like a new cabinet was finally on the horizon but now the issue of sunni representation has taken the forefront, with hezbollah staunching refusing to allow cabinet formation to go ahead without a resolution. in the twenty-six episode of the lebanese politics podcast, benjamin redd and nizar hassan analyze whether this was a tactical error on hezbollah’s behalf, placing the blame for cabinet delay on their door step. 

also discussed is the shocking acquittal of the husband of roula yaacoub, who had been accused of beating his wife to death five years ago—and whether the swift response of the state prosecutor was a victory for activist pressure—the scapegoating of syrians in light of a controversial news report, cuts to electricity due to a lack of government funds for fuel, a new powerplant project by american company primesouth, jounieh’s ignominious place as the 23rd most polluted city in the world, and newly released figures on refugee returns. 

our main topic this week is digital privacy, with our regular hosts joined by azza el-masri, campaigns manger at smex—a lebanese ngo that works to advance self-regulating information societies in the mena—to discuss the dearth of regulations in lebanon and the failures of the—not quite as new as it seems—e-transaction law when it comes to protecting the digital privacy of lebanese citizens.

the smex blog on the e-transaction law can be found at https://smex.org/an-ugly-new-data-protection-law-in-lebanon/
 
music track: zuhal by elepheel, check out his other work @elepheel","digital privacy begins at 15:46.

tick tock goes …","digital privacy begins at 15:46.

tick tock goes the cabinet clock—with the christian representation problem solved it seemed like a new cabinet was finally on the horizon but now the issue of sunni representation has taken the forefront, with hezbollah staunching refusing to allow cabinet formation to go ahead without a resolution. in the twenty-six episode of the lebanese politics podcast, benjamin redd and nizar hassan analyze whether this was a tactical error on hezbollah’s behalf, placing the blame for cabinet delay on their door step. 

also discussed is the shocking acquittal of the husband of roula yaacoub, who had been accused of beating his wife to death five years ago—and whether the swift response of the state prosecutor was a victory for activist pressure—the scapegoating of syrians in light of a controversial news report, cuts to electricity due to a lack of government funds for fuel, a new powerplant project by american company primesouth, jounieh’s ignominious place as the 23rd most polluted city in the world, and newly released figures on refugee returns. 

our main topic this week is digital privacy, with our regular hosts joined by azza el-masri, campaigns manger at smex—a lebanese ngo that works to advance self-regulating information societies in the mena—to discuss the dearth of regulations in lebanon and the failures of the—not quite as new as it seems—e-transaction law when it comes to protecting the digital privacy of lebanese citizens.

the smex blog on the e-transaction law can be found at https://smex.org/an-ugly-new-data-protection-law-in-lebanon/
 
music track: zuhal by elepheel, check out his other work @elepheel",none,none
54,"tag:soundcloud,2010:tracks/520814598",episode 25 - al-ahed al-jadeed,"mon, 29 oct 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-25-al-ahed-al-jadeed,00:35:32,the lebanese politics podcast,yes,"al-ahed al-jadid begins at 14:06.

the end of the new era? with cabinet still not on the horizon—and ben starting to lose hope—we thought we would look at two important anniversaries coming up: two years since aoun took office and one year since hariri’s shock, since rescinded, resignation in saudi arabia. 

but first, in the twenty-fifth episode of the lebanese politics podcast, benjamin redd and nizar hassan discuss the latest in mieh mieh, trump’s signing of hifpa ii, a new law for the constitutional council, aoun and hariri hitting the lost confidence stage in cabinet formation, and hariri’s recent visit to saudi in light of new information about his treatment there last year. 

we then dive in deep into al-ahed al-jadeed, and the promise of a new era with aoun and hariri leading the way. we look at the political context, the seeming successes of 2017 until hariri’s resignation. we also lay out the evidence that hariri was held against his will and forced to resign by the saudis, and what they had hoped to achieve. and with the current political deadlock, we question whether or not this new era was simply putting the train back on a track to nowhere. 

music track: zuhal by elepheel, check out his other work @elepheel","al-ahed al-jadid begins at 14:06.

the end of the…","al-ahed al-jadid begins at 14:06.

the end of the new era? with cabinet still not on the horizon—and ben starting to lose hope—we thought we would look at two important anniversaries coming up: two years since aoun took office and one year since hariri’s shock, since rescinded, resignation in saudi arabia. 

but first, in the twenty-fifth episode of the lebanese politics podcast, benjamin redd and nizar hassan discuss the latest in mieh mieh, trump’s signing of hifpa ii, a new law for the constitutional council, aoun and hariri hitting the lost confidence stage in cabinet formation, and hariri’s recent visit to saudi in light of new information about his treatment there last year. 

we then dive in deep into al-ahed al-jadeed, and the promise of a new era with aoun and hariri leading the way. we look at the political context, the seeming successes of 2017 until hariri’s resignation. we also lay out the evidence that hariri was held against his will and forced to resign by the saudis, and what they had hoped to achieve. and with the current political deadlock, we question whether or not this new era was simply putting the train back on a track to nowhere. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
55,"tag:soundcloud,2010:tracks/517612932",episode 24 - wherefore art thou cabinet?,"mon, 22 oct 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-24-wherefore-art-thou-cabinet,00:35:06,the lebanese politics podcast,yes,"cabinet begins at 25:56.

we dared to dream. the twenty-fourth episode of the lebanese politics podcast—recorded slightly later in the vein hope of a cabinet—sees benjamin redd and nizar hassan analyze the news of the past week, including support for saudi arabia among lebanese politicians following the murder of saudi journalist jamal khashoggi, the reopening of the nassib crossing, violent clashes in mieh mieh, the resolution of shaker berjawi’s case, an stl fine paid on behalf of ibrahim al-amin—which he denies—and the us department of justice’s designation of hezbollah as a top transnational organized crime threat. 

also in the news, the sixth anniversary of the assassination of isf security chief wissam al-hasan: we dive into who he was, his major achievements, and the political context around his assassination. 

and while there might not be a cabinet yet there is still plenty going on. we take a look at the flurry of activity in this past week, what roadblocks have been resolved, and what remain before a cabinet can be formed. 

music track: zuhal by elepheel, check out his other work @elepheel","cabinet begins at 25:56.

we dared to dream. the …","cabinet begins at 25:56.

we dared to dream. the twenty-fourth episode of the lebanese politics podcast—recorded slightly later in the vein hope of a cabinet—sees benjamin redd and nizar hassan analyze the news of the past week, including support for saudi arabia among lebanese politicians following the murder of saudi journalist jamal khashoggi, the reopening of the nassib crossing, violent clashes in mieh mieh, the resolution of shaker berjawi’s case, an stl fine paid on behalf of ibrahim al-amin—which he denies—and the us department of justice’s designation of hezbollah as a top transnational organized crime threat. 

also in the news, the sixth anniversary of the assassination of isf security chief wissam al-hasan: we dive into who he was, his major achievements, and the political context around his assassination. 

and while there might not be a cabinet yet there is still plenty going on. we take a look at the flurry of activity in this past week, what roadblocks have been resolved, and what remain before a cabinet can be formed. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
56,"tag:soundcloud,2010:tracks/514260288",episode 23 - parliament,"mon, 15 oct 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-23-parliament,00:44:24,the lebanese politics podcast,yes,"parliament begins at 16:25.

timour azahari joins regular hosts benjamin redd and nizar hasan in the twenty-third episode of the lebanese politics podcast covering last week’s news, including nikki haley's resignation, the results of the lebanese student elections, an update on the hack of the security forces back in july, more on the military tribunal, and our take on an-nahar’s blank paper stunt. also discussed, cabinet formation and how the window of confidence is beginning to close, as well as the leaked list of potential cabinet members. 

our main topic is parliament, with analysis on what it has achieved since the election, the ways laws should be and are actually passed, and the role of mps in light of research showing a stunning lack of knowledge and lawmaking from those in parliament. 

referenced throughout the episode is research undertaken by the lebanese center for policy studies on parliament and its mps from 2009-2017, see the full breakdown at http://www.niyabatanani.com/

music track: zuhal by elepheel, check out his other work @elepheel","parliament begins at 16:25.

timour azahari joins…","parliament begins at 16:25.

timour azahari joins regular hosts benjamin redd and nizar hasan in the twenty-third episode of the lebanese politics podcast covering last week’s news, including nikki haley's resignation, the results of the lebanese student elections, an update on the hack of the security forces back in july, more on the military tribunal, and our take on an-nahar’s blank paper stunt. also discussed, cabinet formation and how the window of confidence is beginning to close, as well as the leaked list of potential cabinet members. 

our main topic is parliament, with analysis on what it has achieved since the election, the ways laws should be and are actually passed, and the role of mps in light of research showing a stunning lack of knowledge and lawmaking from those in parliament. 

referenced throughout the episode is research undertaken by the lebanese center for policy studies on parliament and its mps from 2009-2017, see the full breakdown at http://www.niyabatanani.com/

music track: zuhal by elepheel, check out his other work @elepheel",none,none
57,"tag:soundcloud,2010:tracks/510813495",episode 22 - cedre,"mon, 08 oct 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-22-cedre,00:42:18,the lebanese politics podcast,yes,"cedre begins at 19:53.

nizar is back! the twenty-second episode of the lebanese politics podcast has regular hosts benjamin redd and nizar hassan discuss news of the past week, including a stalemate between the government and generator owners, refugee returns, a $18 million project for the airport, more on the airport scuffle, a tour by bassil to prove bibi wrong, where responsibility for the cabinet stalemate lies, and a shock report on lebanon’s sovereign debt. 

our main topic: cedre and the capital investment program. what was pledged at the paris iv conference, why the international community is invested in propping up lebanon, whether the reforms pledged at cedre will actually happen, and are the proposals even the right move for lebanon? 

for further information see:
http://www.executive-magazine.com/cover-story/whats-in-the-capital-investment-plan
http://www.pcm.gov.lb/admin/dynamicfile.aspx?phname=document&pageid=11231&published=1
https://www.worldbank.org/en/country/lebanon/publication/strategic-assessment-a-capital-investment-plan-for-lebanon

music track: zuhal by elepheel, check out his other work @elepheel","cedre begins at 19:53.

nizar is back! the twenty…","cedre begins at 19:53.

nizar is back! the twenty-second episode of the lebanese politics podcast has regular hosts benjamin redd and nizar hassan discuss news of the past week, including a stalemate between the government and generator owners, refugee returns, a $18 million project for the airport, more on the airport scuffle, a tour by bassil to prove bibi wrong, where responsibility for the cabinet stalemate lies, and a shock report on lebanon’s sovereign debt. 

our main topic: cedre and the capital investment program. what was pledged at the paris iv conference, why the international community is invested in propping up lebanon, whether the reforms pledged at cedre will actually happen, and are the proposals even the right move for lebanon? 

for further information see:
http://www.executive-magazine.com/cover-story/whats-in-the-capital-investment-plan
http://www.pcm.gov.lb/admin/dynamicfile.aspx?phname=document&pageid=11231&published=1
https://www.worldbank.org/en/country/lebanon/publication/strategic-assessment-a-capital-investment-plan-for-lebanon

music track: zuhal by elepheel, check out his other work @elepheel",none,none
58,"tag:soundcloud,2010:tracks/507395847",episode 21 - women's movement,"mon, 01 oct 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-21-womens-movement,00:50:00,the lebanese politics podcast,yes,"women's movement begins at 19:50.

the twenty-first episode of the lebanese politics podcast sees presenter benjamin redd joined by guest presenter nadine moawad to discuss the news of the past week, including the deadline for metered generators, siemens’ plan to save lebanon’s electricity, an airport scuffle, a disembarked plane, netanyahu's accusations at the un, as well as aoun's un speech, his threat of a majority government, and how time is running out for cabinet formation.

our main topic: the women’s movement in lebanon, how it has become more intersectional, the issues being fought over, how politics is a man’s game, and how lebanese sectarianism impacts women’s rights. 

music track: zuhal by elepheel, check out his other work @elepheel","women's movement begins at 19:50.

the twenty-fir…","women's movement begins at 19:50.

the twenty-first episode of the lebanese politics podcast sees presenter benjamin redd joined by guest presenter nadine moawad to discuss the news of the past week, including the deadline for metered generators, siemens’ plan to save lebanon’s electricity, an airport scuffle, a disembarked plane, netanyahu's accusations at the un, as well as aoun's un speech, his threat of a majority government, and how time is running out for cabinet formation.

our main topic: the women’s movement in lebanon, how it has become more intersectional, the issues being fought over, how politics is a man’s game, and how lebanese sectarianism impacts women’s rights. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
59,"tag:soundcloud,2010:tracks/503988702",episode 20 - real estate,"mon, 24 sep 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-20-real-estate,00:42:21,the lebanese politics podcast,yes,"real estate begins at 20:49.

the twentieth episode of the lebanese politics podcast sees presenter benjamin redd joined by guest presenter jeremy arid to discuss news of the past week, including a controversial street name in ghobeiry, the new saudi ambassador, more refugee returns, ain al-hilweh on edge, the difficulties in implanting the access to information law, and the latest on the budget. 

our main topic: real estate, how the halt of pch loans will impact first time home buyers, the pricing out of lebanese from beirut, and whether we can say that we have reached a crisis point in the lebanese real estate market. 

music track: zuhal by elepheel, check out his other work @elepheel","real estate begins at 20:49.

the twentieth episo…","real estate begins at 20:49.

the twentieth episode of the lebanese politics podcast sees presenter benjamin redd joined by guest presenter jeremy arid to discuss news of the past week, including a controversial street name in ghobeiry, the new saudi ambassador, more refugee returns, ain al-hilweh on edge, the difficulties in implanting the access to information law, and the latest on the budget. 

our main topic: real estate, how the halt of pch loans will impact first time home buyers, the pricing out of lebanese from beirut, and whether we can say that we have reached a crisis point in the lebanese real estate market. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
